Registry,Assignment,Organization Name,Organization Address
MA-L,001D42,Nortel Networks,8200 Dixie Rd Brampton Ontario CA 0000 
MA-L,A42940,"Shenzhen YOUHUA Technology Co., Ltd	","Shenzhen University-town Business Park,Lishan Road,Taoyuan Street,Nanshan District Shenzhen Guangdong CN 518055 "
MA-L,E4A387,Control Solutions LLC,2520 Diehl Rd Aurora IL US 60502 
MA-L,10F96F,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,C4438F,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,A09169,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,286C07,"XIAOMI Electronics,CO.,LTD","Xiaomi Building, No.68 Qinghe Middle Street Haidian District Beijing CN 100085 "
MA-L,002280,A2B Electronics AB,Box 14 Motala  SE S-591 21 
MA-L,404AD4,Widex A/S,Nymoellevej 6 Lynge Alleroed DK DK3540 
MA-L,9893CC,LG ELECTRONICS INC,"19-1, Cheongho-ri, Jinwi-myeon Pyeongtaek-si Gyeonggi-do KR 451-713 "
MA-L,3CCD93,LG ELECTRONICS INC,"19-1, CHEONGHO-RI, JINWI-MYEON PYEONGTAEK GYEONGGI-DO KR 451-713 "
MA-L,2021A5,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,6CD68A,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,002483,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,001FE3,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,2C54CF,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,485929,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,58A2B5,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,000F62,Alcatel Bell Space N.V.,Berkenrodelei 33 Hoboken Antwerpen BE B-2660 
MA-L,F485C6,FDT Technologies,14027 Memorial Drive #132 Houston TX US 77024 
MA-L,0019AB,"Raycom CO ., LTD","A,3-4/FL, Building 1,27 Chuangxin Road, Beijing  CN 102200 "
MA-L,4C334E,HIGHTECH,"No202.gsif, 4 Gyeonggang-ro 2326 beon-gil Gangneung-si Gangwon-do KR 25570 "
MA-L,CC79CF,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.","Bldg56A,6/F,Baotian Rd3,Xixiang Town,Baoan District,Shenzhen,P.R.C ShenZhen Guangdong CN 518000 "
MA-L,001925,Intelicis Corporation,"4633 Old Ironsides Drive, Suite 150 Santa Clara CA US 95054 "
MA-L,9476B7,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,B8D812,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,1C21D1,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,7C70BC,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,E81863,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,2CD141,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,3C39E7,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,BC6641,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,80E4DA,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,885D90,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,C88ED1,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,B01F81,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,88124E,Qualcomm Inc.,1700 Technology Drive San Jose CA US 95110 
MA-L,001B32,QLogic Corporation,26650 Aliso Viejo Parkway Aliso Viejo CA US 92656 
MA-L,0017CA,Qisda Corporation,"157 Shan Ying Road, GueiShan Taoyuan, TW 333 "
MA-L,F0421C,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
MA-L,001CD8,BlueAnt Wireless,"245 St.Kilda Rd, St Kilda Melbourne Victoria AU 3182 "
MA-L,283638,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,C8755B,Quantify Technology Pty. Ltd.,"Suite 1, 4 Sarich Way Bentley Western Australia AU 6102 "
MA-L,4C6641,SAMSUNG ELECTRO-MECHANICS(THAILAND),"93Moo5T. Bangsamak SEMTHAI, WELLGROW INDUSTRIAL ESTATE Bangpakong Chachoengsao TH 24180 "
MA-L,A854B2,Wistron Neweb Corporation,"20 Park Avenue II, Hsin Science Park, Hsinchu 308, Taiwan HsinChu Taiwan TW 308 "
MA-L,E09579,"ORTHOsoft inc, d/b/a Zimmer CAS","75 Queen Street, Suite 3300 Montreal Quebec CA H3C 2N6 "
MA-L,A0ADA1,"JMR Electronics, Inc",8968 Fullbright Avenue Chatsworth California US 91311 
MA-L,E0ACF1,"Cisco Systems, Inc",170 West Tasman Drive San Jose CA US 95134 
MA-L,00015B,ITALTEL S.p.A/RF-UP-I,20019 Cast.Settimo M.se (MI)   IT  
MA-L,BCC00F,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,9CA5C0,"vivo Mobile Communication Co., Ltd.","#283,BBK Road Wusha,Chang'An DongGuan City,Guangdong CN 523860 "
MA-L,3044A1,Shanghai Nanchao Information Technology,"Floor 1th, building 13, No.368 Zhangjiang Road, Pudong New District, Shanghai shanghai  CN 200000 "
MA-L,00A0A8,RENEX CORPORATION,2750 KILLARNEY DRIVE WOODBRIDGE VA US 22192 
MA-L,70F395,"Universal Global Scientific Industrial Co., Ltd.","141, LANE 351,SEC.1, TAIPING RD. TSAOTUEN, NANTOU TW 54261 "
MA-L,90A4DE,Wistron Neweb Corporation,"20 Park Avenue II, Hsinchu Science Park,  Hsinchu   TW 308 "
MA-L,70E284,Wistron Infocomm (Zhongshan) Corporation,"No.38,East Keji Road,Zhongshan Torch Development Zone,Zhongshan City,Guangdong,China Zhongshan Guangdong CN 528437 "
MA-L,0015B7,Toshiba,"2-9,Suehiro-Cho Ome  JP 1988710 "
MA-L,E89D87,Toshiba,"2-9,Suehiro-Cho Ome Tokyo JP 1988710 "
MA-L,001428,Vocollect Inc,703 Rodi Road Pittsburgh PA US 15235 
MA-L,006B9E,"Vizio, Inc",39 Tesla Irvine CA US 92618 
MA-L,5CA86A,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,00C0AB,"Telco Systems, Inc. ",15 Berkshire Road Mansfield MA US 02048 
MA-L,001D7E,"Cisco-Linksys, LLC",121 Theory Drive Irvine California US 92612 
MA-L,E4FB8F,"MOBIWIRE MOBILES (NINGBO) CO.,LTD","No.999,Dacheng East Road,Fenghua City,Zhejiang Province,China. Fenghua Zhejiang CN 315500 "
MA-L,3876CA,Shenzhen Smart Intelligent Technology Co.Ltd,"Gaoxin South 4th Road Hi-Tech Industry Park, Nanshan District Shenzhen Guangdong CN 518000 "
MA-L,F40A4A,"INDUSNET Communication Technology Co.,LTD","3th floor A block,No11 Gaopeng st,Wuhou district chengdu sichuan CN 610041 "
MA-L,0023F8,Zyxel Communications Corporation,"No. 6 Innovation Road II, Science Park Hsichu Taiwan TW 300 "
MA-L,0019CB,Zyxel Communications Corporation,"No. 6 Innovation Road II, Science Park Hsichu Taiwan TW 300 "
MA-L,10BD55,Q-Lab Corporation,800 Canterbury Rd Westlake OH US 44145 
MA-L,B40418,Smartchip Integrated Inc.,"9B,Science Plaza,1355 JinJiHu Avenue,Suzhou Industrial Park Suzhou Jiangsu CN 215021 "
MA-L,90CF7D,"Qingdao Hisense Communications Co.,Ltd.",Qianwangang Road 218 Qingdao Shandong CN 266510 
MA-L,C449BB,"MITSUMI ELECTRIC CO.,LTD.","2-11-2, Tsurumaki Tama-shi Tokyo JP 206-8567 "
MA-L,FC2D5E,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,2C094D,"Raptor Engineering, LLC",2556 Anderson Dr. Belvidere IL US 61008 
MA-L,AC3743,HTC Corporation,"No. 23, Xinghua Rd., Taoyuan City Taoyuan County Taiwan TW 330 "
MA-L,F85A00,Sanford LP,6655 Peachtree Dunwoody Road Atlanta GA US 30228 
MA-L,B8BBAF,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,60C5AD,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,442C05,"AMPAK Technology, Inc.","No.1,Jen Ai Road Hsinchu Industrial Park, Hukou Hsinchu Taiwan ROC. TW 30352  "
MA-L,6038E0,Belkin International Inc.,12045 E. Waterfront Drive Playa Vista CA US 90094 
MA-L,8C897A,AUGTEK,"Tuanjie Road No.100, Building C, Room 521  Nanjing Jiangsu CN 211899 "
MA-L,002550,"Riverbed Technology, Inc.",680 Folsom St San Francisco CA US 94107 
MA-L,FC55DC,Baltic Latvian Universal Electronics LLC,5706 Corsa Avenue Suite 102 Westlake Village CA US 91362 
MA-L,042758,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,9CE374,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,8CD2E9,"YOKOTE SEIKO CO., LTD.",10-18 Minami-Gosyono Yasumoto Yokote-City Akita JP 013-0811 
MA-L,50AB3E,Qibixx AG,Bahnhofstrasse 2 Buchs SG CH 9471 
MA-L,24F094,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,086D41,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,ECADB8,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9801A7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,002552,VXi Corporation,271 Locust Street Dover NH US 03820 
MA-L,F4911E,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,"Room 409,NO.10,Technology 1st Road, Gangwan Av.,Tangjia Bay Town,Zhuhai,Guangdong,China Zhuhai Guangdong CN 519070 "
MA-L,7C738B,Cocoon Alarm Ltd,46 The Calls Leeds West Yorkshire GB LS2 7EY 
MA-L,B4D5BD,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
MA-L,98AA3C,"Will i-tech Co., Ltd.","34, Deokcheon-ro, Manan-gu, Anyang-si, Gyeonggi-do, Korea Anyang  KR 14088 "
MA-L,DC3752,GE,650 Markland Street Markham Ontario CA L6C 0M1 
MA-L,6879ED,SHARP Corporation,"22-22,Nagaike-cho Osaka city Osaka prefecture JP 545-8522 "
MA-L,608D17,"Sentrus Government Systems Division, Inc",141 Chesterfield Industrial Blvd Chesterfield MO US 63005-1219 
MA-L,002382,"Lih Rong electronic Enterprise Co., Ltd.","No. 2, Lane 387, Hsin Shu Rd. Hsin Chuang City, Taipei TW 242 "
MA-L,F845AD,"Konka Group Co., Ltd.","Shenzhen Konka R & D Building, 28th floor 15-24 Nanshan District Guangdong CN 00000 "
MA-L,000FE2,"Hangzhou H3C Technologies Co., Limited","Oriental Electronic Bld., NO.2,Chuangye Road Hai-Dian District Beijing CN 100085 "
MA-L,6CE983,"Gastron Co., LTD.","#75-10, Palgok2-dong, Sangnok-gu,  Ansan-city Kyunggi-do KR 426-190 "
MA-L,28E31F,Xiaomi Communications Co Ltd,"The Rainbow City of China Resources NO.68, Qinghe Middle Street Haidian District, Beijing CN 100085 "
MA-L,DCD916,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,00022E,TEAC Corp. R& D,"857 Koyata, Iruma   JP  "
MA-L,0060B0,Hewlett Packard,MS 42LE CUPERTINO CA US 95014 
MA-L,F80F84,Natural Security SAS,165 Avenue de Bretagne Lille  FR 59000 
MA-L,44A42D,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
MA-L,80F62E,"Hangzhou H3C Technologies Co., Limited","310 Liuhe Road, Zhijiang Science Park Hangzhou Zhejiang,  CN 310053 "
MA-L,70F96D,"Hangzhou H3C Technologies Co., Limited","310 Liuhe Road, Zhijiang Science Park Hangzhou Zhejiang,  CN 310053 "
MA-L,083FBC,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,00C0F0,"Kingston Technology Company, Inc.",17600 NEWHOPE STREET FOUNTAIN VALLEY CA US 92708 
MA-L,0018D7,"JAVAD GNSS, Inc.","1731 Technology Drive, Suite 680 San Jose CA US 95110 "
MA-L,001F09,Jastec,"Jastec B/D 2F, 92-7 Kumgok-dong,  Boondang-gu,  KR 463-804 "
MA-L,AC620D,"Jabil Circuit(Wuxi) Co.,Ltd","Lot J9, J10 Export Processing Zone Wuxi City Jiangsu CN 214028 "
MA-L,1C7370,Neotech,"104, 37 Yaeun-ro Gumi-si Gyoungsangbuk-do KR 730-711 "
MA-L,30E37A,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
MA-L,BC6A44,Commend International GmbH,Saalachstrasse 51 Salzburg Salzburg AT A-5020 
MA-L,F0EE58,PACE Telematics GmbH,Haid-und-Neu-Str. 18 Karlsruhe  DE 76131 
MA-L,4CA003,VITEC,99 rue Pierre Semard Chatillon  FR 92320 
MA-L,08000D,"International Computers, Ltd",WENLOCK WAY na UNITED GB KINGDOM 
MA-L,B8AEED,"Elitegroup Computer Systems Co.,Ltd.","No. 239, Sec. 2, Ti Ding Blvd., Taipei  TW 11493 "
MA-L,0000C9,Emulex Corporation,3333 Susan Street Costa Mesa CA US 92626 
MA-L,0040AA,Valmet Automation,"Lentokentänkatu 11, P.O.Box 237 Tampere  FI FIN-3310 "
MA-L,7050AF,SKY UK LIMITED,130 Kings Road Brentwood Essex GB 08854 
MA-L,F4EF9E,SGSG SCIENCE & TECHNOLOGY CO. LTD,"3RD Fl, Bldg A3, No.1 software Park Rd Zhuhai Guangdong CN 519085 "
MA-L,1C740D,Zyxel Communications Corporation,"No. 6 Innovation Road II, Science Park Hsichu Taiwan TW 300 "
MA-L,603ECA,Cambridge Medical Robotics Ltd,"Unit 2, Crome Lea Business Park Madingley Road Cambridgeshire GB CB23 7PH "
MA-L,9C741A,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,E4A8B6,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,244C07,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,746FF7,Wistron Neweb Corporation,"No.20,Park Avenue II,Hsinchu Science Park Hsin-Chu R.O.C. TW 308 "
MA-L,000DB0,"Olym-tech Co.,Ltd.","Room 401/402,No.1,Songling Road,Hi-tech Shenzhen Guangdong CN 518031 "
MA-L,30F6B9,Ecocentric Energy,"E3 The Innovation Centre, 9 De Laeter Way, Technology Park Bentley Western Australia AU 6102 "
MA-L,D0B0CD,Moen,25300 Al Moen Dr North Olmstead OH US 44070-8022 
MA-L,00020E,ECI Telecom Ltd.,30 Hasivim St Petach-Tikva 49133  IL 49133 
MA-L,200A5E,"Xiangshan Giant Eagle Technology Developing Co., Ltd.",Juexi Road no.9 Juexi street  Ningbo Zhejiang CN 315708 
MA-L,001F1F,Edimax Technology Co. Ltd.,"No. 278, Xinhu 1st Road Taipei City Neihu Dist TW 248 "
MA-L,B0E2E5,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan City Hubei Province CN 430074 
MA-L,00C164,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,CCB11A,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,703C03,"RadiAnt Co.,Ltd","102-610, 36, Bucheon-ro 198beon-gil, Wonmi-gu Bucheon-si Gyeonggi-do KR 14557 "
MA-L,40476A,Astro Gaming,"340 Bryant St., Suite 101 San Francisco CA US 94107 "
MA-L,001FA7,Sony Interactive Entertainment Inc.,1-7-1 Konan Minato-ku Tokyo JP 108-0075 
MA-L,9046A2,Tedipay UK Ltd,"Level 39, One Canada Square London  GB E14 5AB "
MA-L,6479A7,Phison Electronics Corp.   ,"No.1, Qun Yi Rd., Jhunan, Miaoli  TW 350 "
MA-L,1C5F2B,D-Link International,"1 Internal Business Park, #03-12,The Synergy, Singapore Singapore Singapore SG 609917 "
MA-L,CCD3E2,"Jiangsu Yinhe  Electronics Co.,Ltd.","No.188 Nanhuan Road, TangQiao Town Zhangjiagang  Jiangsu  CN 215611 "
MA-L,E4FAED,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,288335,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,DCCF96,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,AC44F2,YAMAHA CORPORATION,"10-1 Nakazawa-cho, Naka-ku Hamamatsu Shizuoka JP 430-8650 "
MA-L,1CEA1B,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,D4612E,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,54511B,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,68536C,"SPnS Co.,Ltd","#315, Woolim Lions Valley 2nd, Gasan-dong, Geumcheon-gu Seoul  KR 08591 "
MA-L,DC2DCB,"Beijing Unis HengYue Technology Co., Ltd.","Room 402, No. 2 Block, No. 1 yard, Zhongguancun east road, Haidian District Beijing  CN 100190 "
MA-L,2C9662,Invenit BV,Lange Broekstraat 3 Raamsdonk Noord-Brabant NL 4944 XH 
MA-L,84683E,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
MA-L,743E2B,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
MA-L,E0C767,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,80ED2C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,CCB3AB,"shenzhen Biocare Bio-Medical Equipment Co.,Ltd.","#A735, 7/F, Block A, Shenzhen Mingyou Industrial Products Exhibition & Procurement  Center, Baoyuan Road, Xixiang Sub-district, Bao'an District, 518102 Shenzhen, P.R. China Shenzhen  CN 518000 "
MA-L,E4B318,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
MA-L,E0CDFD,"Beijing E3Control Technology Co, LTD","1 Shangdi East Rd, Building A, Rm 205 Beijing Beijing CN 100085 "
MA-L,F03404,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
MA-L,80D160,Integrated Device Technology (Malaysia) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
MA-L,047E4A,"moobox CO., Ltd.","No 801, Yanchang Zhong Road Shanghai Shanghai CN 200072 "
MA-L,0080E5,NetApp,"1395 Crossman Ave Sunnyvale, CA US 94089 "
MA-L,9C5C8E,ASUSTek COMPUTER INC.,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 "
MA-L,30785C,Partow Tamas Novin (Parman),"UNIT 32 NO.31 26TH WEST AVE ,ALLAMEH TABATABAIE ST.SAADAT ABAD Tehran Tehran IR 1997968413 "
MA-L,60ACC8,KunTeng Inc.,"Room302, 3rd Floor, Building1 ,No.8 NongDa South street HaiDian District BeiJing CN 100084 "
MA-L,C88722,Lumenpulse,"1751 Richardson, suite 1505 Montreal Quebec CA H3K 1G6 "
MA-L,70661B,Sonova AG,Laubisruetistrasse 28 Staefa  CH 8712 
MA-L,B07FB9,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
MA-L,3C591E,"TCL King Electrical Appliances (Huizhou) Co., Ltd","7/FTCL Multimedia Building, TCL International E City, No.1001 Zhongshanyuan Road, Nanshan  Shenzhen  Guangdong   CN 518052 "
MA-L,002682,"Gemtek Technology Co., Ltd.","No.1 Jen Ai Road, Hsinchu Industrial Park, Hukou, Hsinchu TW 303 "
MA-L,0009E1,"Gemtek Technology Co., Ltd.",No.1 Jen Ai Road Hukou Hsinchu TW 303 
MA-L,14C126,Nokia Corporation,Joensuunkatu 7 Salo Varsinais-Suomi FI 24101 
MA-L,600194,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,D8F710,Libre Wireless Technologies Inc.,"5405 Alton Parkway Irvine, CA CA US 92604 "
MA-L,84BA3B,CANON INC.,"30-2 Shimomaruko 3-chome, Ohta-ku Tokyo JP 146-8501 "
MA-L,A87E33,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,002403,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,002404,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,8CA2FD,"Starry, Inc.",PO Box 52226 Boston MA US 02205 
MA-L,001B33,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,00194F,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,00BD3A,Nokia Corporation,Joensuunkatu 7 Salo Varsinais-Suomi FI 24101 
MA-L,80501B,Nokia Corporation,Joensuunkatu 7 Salo Varsinais-Suomi FI 24101 
MA-L,A04E04,Nokia Corporation,Joensuunkatu 7 Salo Varsinais-Suomi FI 24101 
MA-L,AC61EA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,38B54D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,1C5CF2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,001262,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,0014A7,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,0015A0,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,0016BC,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,00174B,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,0019B7,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,0017B0,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,0015DE,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,0002EE,Nokia Danmark A/S,"Frederikskaj, Copenhagen V copenhagen  DK 12345 "
MA-L,002669,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,002109,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,002108,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
MA-L,A4C7DE,"Cambridge Industries(Group) Co.,Ltd.","22 Floor,Qilai Tower;889 Yishan Road Shanghai  CN 200233 "
MA-L,0019C7,"Cambridge Industries(Group) Co.,Ltd.","Room 309,333 Hong Qiao Road Shanghai  CN 200030 "
MA-L,70D931,"Cambridge Industries(Group) Co.,Ltd.","22Floor,Qilai Tower;889Yishan Road shanghai  CN 200233 "
MA-L,C43655,"Shenzhen Fenglian Technology Co., Ltd.","Room 302, 3F, Block 2, Oriental Cyberport, No. 2, Xinxi Road Shenzhen  Guangdong CN 518057 "
MA-L,E0B9E5,Technicolor Delivery Technologies Belgium NV,Prins Boudewijnlaan 47 Edegem - Belgium  BE B-2650 
MA-L,0270B3,DATA RECALL LTD.,SONDES PLACE 12345 UNITED GB KINGDOM 
MA-L,000136,CyberTAN Technology Inc.,"99, Park Avenue III Hsinchu  TW 12345 "
MA-L,0030DA,Comtrend Corporation,"3F-1, 10 Lane 609, Chongxin Road, Section 5,  New Taipei City, Taiwan TW 24159 "
MA-L,64680C,Comtrend Corporation,"3F-1, 10 Lane 609, Chongxin Road, Section 5,  New Taipei City, Taiwan TW 24159 "
MA-L,3872C0,Comtrend Corporation,"3F-1, 10 Lane 609, Chongxin Road, Section 5,  New Taipei City, Taiwan TW 24159 "
MA-L,A80600,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,0060BB,"Cabletron Systems, Inc.",35 INDUSTRIAL WAY ROCHESTER NH US 03866-5005 
MA-L,D8B8F6,Nantworks,"12230 El Camino Real, Suite 400 San Diego CA US 92130 "
MA-L,008077,"Brother industries, LTD.",RESEARCH LABORATORY piscatawa  JP 12345 
MA-L,C4576E,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,508569,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,029D8E,"CARDIAC RECORDERS, INC.",34 SCARBORO RD UK UNITED GB KINGDOM 
MA-L,00402A,Canoga Perkins Corporation,21012 LASSEN STREET CHATSWORTH CA US 91311-4241 
MA-L,A0B4A5,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,E4F8EF,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,24F5AA,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,988389,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,84A466,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,F05A09,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,503275,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,08FC88,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,F8D0BD,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,78595E,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
